"tt0000001"|0|
"tt0000001"|1|
"tt0000002"|2|
"tt0000002"|1|
"tt0000003"|2|
"tt0000003"|3|
"tt0000003"|1|
"tt0000004"|2|
"tt0000004"|1|
"tt0000005"|1|
"tt0000005"|3|
"tt0000006"|1|
"tt0000007"|1|
"tt0000007"|4|
"tt0000008"|0|
"tt0000008"|1|
"tt0000009"|1|
"tt0000009"|5|
"tt0000010"|0|
"tt0000010"|1|
"tt0000011"|0|
"tt0000011"|1|
"tt0000012"|0|
"tt0000012"|1|
"tt0000014"|1|
"tt0000014"|3|
"tt0000015"|2|
"tt0000015"|1|
"tt0000016"|0|
"tt0000016"|1|
"tt0000017"|0|
"tt0000017"|1|
"tt0000018"|1|
"tt0000020"|0|
"tt0000020"|1|
"tt0000020"|4|
"tt0000022"|0|
"tt0000022"|1|
"tt0000023"|0|
"tt0000023"|1|
"tt0000024"|1|
"tt0000024"|6|
"tt0000025"|1|
"tt0000025"|6|
"tt0000025"|4|
"tt0000026"|0|
"tt0000026"|1|
"tt0000027"|0|
"tt0000027"|1|
"tt0000028"|0|
"tt0000028"|1|
"tt0000029"|0|
"tt0000029"|1|
"tt0000030"|0|
"tt0000030"|1|
"tt0000031"|0|
"tt0000031"|1|
"tt0000032"|1|
"tt0000033"|0|
"tt0000033"|1|
"tt0000033"|3|
"tt0000034"|0|
"tt0000034"|1|
"tt0000035"|1|
"tt0000035"|3|
"tt0000036"|7|
"tt0000036"|1|
"tt0000037"|1|
"tt0000038"|0|
"tt0000038"|1|
"tt0000038"|4|
"tt0000040"|0|
"tt0000040"|1|
"tt0000041"|0|
"tt0000041"|1|
"tt0000041"|3|
"tt0000042"|0|
"tt0000042"|1|
"tt0000043"|0|
"tt0000043"|1|
"tt0000044"|1|
"tt0000045"|1|
"tt0000046"|0|
"tt0000046"|1|
"tt0000047"|0|
"tt0000047"|1|
"tt0000048"|1|
"tt0000049"|1|
"tt0000049"|4|
"tt0000050"|0|
"tt0000050"|1|
"tt0000051"|0|
"tt0000051"|1|
"tt0000052"|0|
"tt0000052"|1|
"tt0000054"|1|
"tt0000055"|1|
"tt0000057"|0|
"tt0000057"|1|
"tt0000058"|0|
"tt0000058"|1|
"tt0000059"|1|
"tt0000062"|1|
"tt0000063"|1|
"tt0000064"|1|
"tt0000065"|1|
"tt0000066"|1|
"tt0000067"|1|
"tt0000067"|8|
"tt0000068"|0|
"tt0000068"|1|
"tt0000069"|1|
"tt0000070"|0|
"tt0000070"|1|
"tt0000071"|1|
"tt0000071"|4|
"tt0000072"|1|
"tt0000073"|0|
"tt0000073"|1|
"tt0000074"|0|
"tt0000074"|1|
"tt0000075"|1|
"tt0000075"|9|
"tt0000076"|7|
"tt0000076"|1|
"tt0000077"|1|
"tt0000078"|0|
"tt0000078"|1|
"tt0000079"|0|
"tt0000079"|1|
"tt0000080"|0|
"tt0000080"|1|
"tt0000081"|0|
"tt0000081"|1|
"tt0000082"|3|
"tt0000082"|1|
"tt0000083"|1|
"tt0000084"|1|
"tt0000085"|1|
"tt0000086"|0|
"tt0000086"|1|
"tt0000087"|0|
"tt0000087"|1|
"tt0000088"|0|
"tt0000088"|1|
"tt0000089"|0|
"tt0000089"|1|
"tt0000090"|0|
"tt0000090"|1|
"tt0000091"|1|
"tt0000091"|9|
"tt0000092"|0|
"tt0000092"|1|
"tt0000094"|1|
"tt0000095"|1|
"tt0000096"|0|
"tt0000096"|1|
"tt0000097"|0|
"tt0000097"|1|
"tt0000098"|0|
"tt0000098"|1|
"tt0000099"|0|
"tt0000099"|1|
"tt0000100"|0|
"tt0000100"|1|
"tt0000101"|0|
"tt0000101"|1|
"tt0000102"|1|
"tt0000103"|1|
"tt0000104"|0|
"tt0000104"|1|
"tt0000105"|0|
"tt0000105"|1|
"tt0000106"|1|
"tt0000107"|0|
"tt0000107"|1|
"tt0000108"|7|
"tt0000108"|1|
"tt0000109"|1|
"tt0000109"|8|
"tt0000110"|1|
"tt0000110"|8|
"tt0000111"|7|
"tt0000111"|1|
"tt0000112"|1|
"tt0000112"|8|
"tt0000113"|7|
"tt0000113"|1|
"tt0000114"|0|
"tt0000114"|1|
"tt0000115"|0|
"tt0000115"|1|
"tt0000116"|1|
"tt0000118"|1|
"tt0000119"|0|
"tt0000119"|1|
"tt0000120"|0|
"tt0000120"|1|
"tt0000121"|1|
"tt0000121"|3|
"tt0000122"|0|
"tt0000122"|1|
"tt0000123"|1|
"tt0000124"|0|
"tt0000124"|1|
"tt0000126"|1|
"tt0000127"|1|
"tt0000127"|3|
"tt0000128"|1|
"tt0000129"|1|
"tt0000130"|1|
"tt0000131"|1|
"tt0000131"|3|
"tt0000131"|9|
"tt0000132"|1|
"tt0000132"|10|
"tt0000133"|1|
"tt0000135"|0|
"tt0000135"|1|
"tt0000138"|1|
"tt0000138"|3|
"tt0000138"|9|
"tt0000140"|1|
"tt0000141"|0|
"tt0000141"|1|
"tt0000143"|3|
"tt0000143"|1|
"tt0000144"|3|
"tt0000144"|1|
"tt0000147"|0|
"tt0000147"|1|
"tt0000147"|6|
"tt0000149"|1|
"tt0000149"|3|
"tt0000150"|0|
"tt0000150"|1|
"tt0000151"|1|
"tt0000152"|1|
"tt0000152"|8|
"tt0000152"|9|
"tt0000153"|1|
"tt0000153"|9|
"tt0000155"|1|
"tt0000156"|1|
"tt0000156"|3|
"tt0000159"|1|
"tt0000159"|9|
"tt0000162"|0|
"tt0000162"|1|
"tt0000164"|1|
"tt0000164"|3|
"tt0000165"|1|
"tt0000167"|0|
"tt0000167"|1|
"tt0000169"|1|
"tt0000170"|3|
"tt0000170"|1|
"tt0000172"|1|
"tt0000172"|3|
"tt0000172"|9|
"tt0000174"|1|
"tt0000174"|3|
"tt0000175"|0|
"tt0000175"|1|
"tt0000177"|1|
"tt0000177"|11|
"tt0000178"|1|
"tt0000178"|9|
"tt0000179"|1|
"tt0000179"|9|
"tt0000182"|1|
"tt0000182"|3|
"tt0000184"|12|
"tt0000184"|1|
"tt0000186"|1|
"tt0000186"|13|
"tt0000190"|1|
"tt0000190"|3|
"tt0000192"|1|
"tt0000196"|1|
"tt0000196"|8|
"tt0000205"|1|
"tt0000205"|3|
"tt0000205"|4|
"tt0000208"|3|
"tt0000208"|1|
"tt0000210"|1|
"tt0000211"|1|
"tt0000211"|3|
"tt0000211"|8|
"tt0000213"|1|
"tt0000214"|1|
"tt0000214"|13|
"tt0000215"|1|
"tt0000215"|0|
"tt0000218"|1|
"tt0000218"|10|
"tt0000218"|7|
"tt0000222"|1|
"tt0000222"|3|
"tt0000228"|1|
"tt0000229"|1|
"tt0000229"|4|
"tt0000230"|1|
"tt0000230"|7|
"tt0000230"|14|
"tt0000234"|1|
"tt0000234"|9|
"tt0000235"|1|
"tt0000235"|15|
"tt0000235"|8|
"tt0000239"|1|
"tt0000242"|1|
"tt0000242"|8|
"tt0000242"|9|
"tt0000246"|1|
"tt0000246"|8|
"tt0000247"|1|
"tt0000247"|7|
"tt0000248"|1|
"tt0000248"|3|
"tt0000248"|5|
"tt0000251"|2|
"tt0000251"|1|
"tt0000256"|0|
"tt0000256"|1|
"tt0000261"|1|
"tt0000261"|3|
"tt0000261"|9|
"tt0000264"|1|
"tt0000264"|8|
"tt0000264"|9|
"tt0000265"|1|
"tt0000265"|3|
"tt0000269"|1|
"tt0000269"|0|
"tt0000272"|1|
"tt0000272"|3|
"tt0000273"|1|
"tt0000273"|16|
"tt0000273"|11|
"tt0000274"|1|
"tt0000274"|3|
"tt0000277"|1|
"tt0000284"|1|
"tt0000286"|3|
"tt0000286"|1|
"tt0000287"|3|
"tt0000287"|8|
"tt0000287"|1|
"tt0000296"|0|
"tt0000296"|1|
"tt0000299"|1|
"tt0000300"|2|
"tt0000300"|1|
"tt0000300"|3|
"tt0000301"|1|
"tt0000301"|8|
"tt0000301"|9|
"tt0000304"|1|
"tt0000304"|14|
"tt0000306"|1|
"tt0000306"|7|
"tt0000307"|3|
"tt0000307"|1|
"tt0000308"|1|
"tt0000309"|1|
"tt0000309"|3|
"tt0000313"|1|
"tt0000313"|3|
"tt0000318"|1|
"tt0000319"|1|
"tt0000319"|9|
"tt0000321"|8|
"tt0000321"|1|
"tt0000335"|1|
"tt0000335"|10|
"tt0000335"|7|
"tt0000337"|1|
"tt0000337"|4|
"tt0000340"|3|
"tt0000340"|8|
"tt0000340"|1|
"tt0000341"|3|
"tt0000341"|1|
"tt0000341"|8|
"tt0000346"|1|
"tt0000346"|3|
"tt0000347"|0|
"tt0000347"|1|
"tt0000347"|6|
"tt0000350"|1|
"tt0000350"|3|
"tt0000352"|0|
"tt0000352"|1|
"tt0000355"|1|
"tt0000355"|16|
"tt0000355"|7|
"tt0000357"|1|
"tt0000357"|3|
"tt0000357"|8|
"tt0000358"|1|
"tt0000358"|11|
"tt0000358"|7|
"tt0000359"|1|
"tt0000359"|3|
"tt0000359"|8|
"tt0000363"|1|
"tt0000363"|8|
"tt0000363"|5|
"tt0000368"|1|
"tt0000368"|8|
"tt0000370"|1|
"tt0000370"|7|
"tt0000370"|8|
"tt0000373"|1|
"tt0000373"|7|
"tt0000373"|9|
"tt0000384"|0|
